FlightNumber,FlightDelayStatus
LAX_PIT_102149,2
ATL_CHO_67056,2
MCI_IAH_77933,2
DCA_SEA_92447,2
ATL_CRP_100962,2
BOS_PIT_96842,2
MOT_MSP_57757,2
PHL_ATL_57596,2
LGA_MIA_61031,2
SFO_MFR_84647,2
BNA_LAX_74798,2
MIA_ATL_88025,2
DFW_ABQ_88475,2
MSP_ATL_73617,2
OGG_PDX_72157,2
DFW_XNA_87212,2
DEN_MCO_86145,2
ORD_FAR_75586,2
MEM_LAX_77981,2
PIT_FLL_65429,2
JFK_JAX_65353,2
MSP_IND_96530,2
DTW_DCA_60944,2
SJU_BOS_64226,2
CLE_LAX_91429,2
DTW_BOS_74649,2
LAS_SFO_91666,2
CVG_DSM_98339,2
EWR_MDW_77233,2
DFW_CLT_70336,2
MSP_PDX_99105,2
XNA_SLC_93655,2
MDW_PHL_70014,2
TUS_LAS_64941,2
TPA_JFK_65274,2
EWR_DEN_73881,2
MSP_LGA_80817,2
BOS_JFK_58892,2
DCA_IAH_92576,2
SAN_IAH_93378,2
MCO_PIT_59356,2
ORD_SJU_88451,2
CVG_DAB_85024,2
SAT_CVG_81088,2
STL_DTW_82508,2
BWI_BDL_61746,2
DTW_DFW_71872,2
TYS_TPA_89530,2
SJU_JFK_59996,2
DTW_PHL_68698,2
MSP_LGA_77167,2
IAH_BNA_86288,2
MHT_BWI_80312,2
LAS_SAN_59234,2
LFT_ATL_91381,2
JAX_PHL_104726,2
CVG_DCA_91240,2
CLE_BWI_88329,2
LGA_JAX_91945,2
LGA_BOS_66060,2
MOB_CVG_60350,2
SLC_AUS_58020,2
JAX_ORD_76230,2
CLE_ATL_101554,2
ATL_TPA_93393,2
JAN_BWI_58944,2
PIT_ORD_89133,2
SEA_SAN_96071,2
DCA_BOS_82884,2
BOS_LAX_81010,2
CMH_DTW_68606,2
IAD_BOS_100982,2
CVG_ROC_83062,2
CLT_SAN_57897,2
PHL_TPA_79785,2
LGA_BOS_100207,2
ATL_STL_59788,2
GSO_DFW_75623,2
ORD_PVD_102911,2
ORD_BUF_57942,2
ELP_LAX_76116,2
HDN_MSP_58294,2
BNA_SAN_86858,2
SJC_DFW_72708,2
BWI_CLE_80048,2
DFW_LBB_82633,2
HLN_SLC_94014,2
CLT_JFK_97337,2
MDW_PHL_84697,2
PHL_IAH_61926,2
PWM_EWR_67061,2
DSM_DFW_64533,2
MCO_PVD_75522,2
PSC_DEN_95192,2
SMF_LAS_100214,2
DEN_DTW_70417,2
ATL_DCA_76377,2
CVG_SEA_89067,2
DEN_PDX_64522,2
LAS_IND_64020,2
DFW_SAN_96309,2
CVG_IAD_86753,2
MCO_MIA_97861,2
EUG_SLC_98690,2
BOS_DCA_58344,2
SAN_PHX_70292,2
LAX_FAT_83709,2
EWR_DFW_71243,2
IAH_DTW_86197,2
ORD_LGA_86915,2
SAN_ORD_90941,2
EVV_ATL_75150,2
ORD_AUS_60292,2
ORD_ALB_65493,2
EWR_HSV_74755,2
MSP_ATL_61721,2
LAS_JFK_58507,2
TRI_ATL_103652,2
MSP_DTW_102620,2
LAS_JFK_61204,2
CVG_LGA_103820,2
ORD_STL_73110,2
EWR_IAH_89370,2
DEN_SAN_99499,2
MLI_CVG_72590,2
BNA_DFW_90046,2
CLE_ATL_64474,2
CHO_CVG_100430,2
CLE_STL_100022,2
ISP_FLL_96996,2
LAX_SEA_78242,2
PDX_MSP_93677,2
MSP_ORD_59626,2
DTW_MEM_104764,2
MFR_SFO_70055,2
PVD_ORD_101102,2
MSP_LAS_94825,2
BTV_CVG_93670,2
CLT_EWR_69083,2
TRI_ATL_98005,2
SBN_CVG_89601,2
LAX_SFO_96950,2
BTV_PHL_93034,2
MSP_LGA_80812,2
ATL_IAD_95241,2
MSY_IAH_91820,2
BHM_HOU_68143,2
JFK_ROC_70710,2
GSO_LGA_91739,2
CVG_BGR_78407,2
FLL_CLT_73518,2
ALB_IAD_88146,2
PDX_SFO_87052,2
IAD_SFO_84256,2
STL_FLL_88885,2
DFW_BNA_98074,2
LAX_EWR_58157,2
MCO_EWR_72525,2
FCA_SLC_75046,2
EWR_BWI_72942,2
DEN_MEM_70254,2
SLC_PDX_104823,2
SLC_LAX_87664,2
MKE_DFW_86676,2
CVG_TUL_63921,2
TPA_CLT_93077,2
PHF_LGA_83534,2
DTW_MEM_104170,2
PHX_LAX_100166,2
PHX_AUS_79546,2
JFK_IAH_58267,2
CVG_ATL_61725,2
JFK_BOS_89643,2
CVG_LAX_73497,2
PHX_FLL_102329,2
LEX_DTW_58969,2
MSP_MEM_57831,2
DEN_MSP_82489,2
MIA_BWI_64327,2
ORF_DTW_90094,2
CVG_ORF_95207,2
DAY_EWR_79520,2
MLI_CVG_103118,2
DFW_SNA_73055,2
EWR_GSO_60758,2
DFW_SNA_93934,2
TYS_DFW_80713,2
TUL_ATL_104053,2
MSP_SJC_57547,2
IAD_CVG_91359,2
DFW_SAN_64923,2
RDU_EWR_92571,2
SLC_MSP_100495,2
JFK_LAX_102196,2
COS_DFW_95405,2
DFW_LAX_70274,2
ORD_JAX_65555,2
ATL_GSO_101740,2
CVG_CAK_77951,2
DCA_ATL_78077,2
MDW_BNA_102009,2
DEN_SAN_62296,2
ATL_MCI_95374,2
JFK_SFO_62645,2
SFO_SLC_74375,2
MEM_GPT_73879,2
ATL_DEN_77048,2
DEN_MCI_100269,2
MEM_LGA_68081,2
ORD_IAD_100322,2
EWR_JAX_79647,2
HLN_SLC_99218,2
MHT_BWI_81272,2
ATL_MSP_92992,2
BOS_JFK_86619,2
MCI_MEM_103903,2
TUS_IAH_75630,2
PVD_PHX_89186,2
ORD_MDT_85516,2
EWR_SAN_95368,2
MEM_ATL_61239,2
BUR_SEA_101310,2
PHL_RDU_94780,2
MSP_LGA_82436,2
ORD_LGA_88596,2
MCO_RDU_105035,2
MCO_DTW_93529,2
MCO_LAX_79756,2
JFK_JAX_66146,2
EWR_MCO_83550,2
DSM_CVG_65378,2
TPA_DFW_89747,2
CLE_MKE_59888,2
BWI_ROC_74192,2
PBI_IAH_81594,2
DCA_DTW_81085,2
PHX_OKC_75622,2
PHL_STL_91853,2
ORD_TUL_57681,2
PNS_IAH_102380,2
MIA_ATL_67148,2
LAX_MCO_63316,2
ABQ_DFW_84652,2
ATL_ATW_103729,2
DTW_LGA_60681,2
MCO_CLT_99259,2
GRB_DTW_94005,2
PHX_LAS_70967,2
LGA_DTW_96014,2
TPA_ATL_76267,2
OMA_ORD_76176,2
IAH_SLC_91215,2
BUF_DTW_73148,2
LAX_JFK_61594,2
MCO_PHL_58316,2
MDW_SDF_77059,2
DFW_IAH_98672,2
PHL_ORD_72955,2
ORD_DFW_86800,2
DCA_CLT_67785,2
MIA_DCA_105052,2
JAX_ORD_91002,2
DTW_EWR_102393,2
MCO_CAE_100410,2
MHT_ATL_69560,2
ATL_XNA_62904,2
BOS_ORD_90001,2
LAX_ATL_86610,2
SLC_GJT_71868,2
CVG_MCI_65343,2
ORD_DSM_102894,2
DTW_DEN_60865,2
JAX_CLT_87742,2
PIT_EWR_72689,2
FAT_DEN_84814,2
DFW_SAN_57184,2
DFW_SDF_80572,2
EWR_MSN_61615,2
DFW_PNS_58509,2
SMF_LAX_68028,2
LGA_CHS_89886,2
MDW_OMA_78641,2
GTF_SLC_63778,2
CAK_BOS_92345,2
LGA_PHF_74092,2
BWI_IND_101972,2
MIA_EWR_104498,2
STL_SLC_83013,2
ORD_EWR_85448,2
ATL_MIA_99313,2
BOS_DCA_96440,2
CLT_CVG_85477,2
SNA_SJC_63426,2
BDL_MCO_89926,2
OKC_DEN_71500,2
ORD_MCI_66040,2
RDU_BWI_97158,2
TPA_IAH_63961,2
ATL_LFT_84466,2
CHS_ATL_78064,2
SEA_SAN_87275,2
MIA_SJU_62431,2
HOU_JAN_83365,2
BHM_LGA_83894,2
SFO_PDX_99246,2
MSP_PHL_86718,2
ORD_XNA_70170,2
GTF_DEN_100307,2
XNA_SLC_67316,2
PDX_LAX_98517,2
PHX_SLC_60243,2
BOS_MCO_57624,2
BTV_CVG_84483,2
ORD_CVG_75487,2
IAH_BOS_68651,2
OAK_ABQ_78320,2
OKC_ORD_91885,2
MSP_BNA_61304,2
DEN_SFO_102996,2
DFW_MEM_80810,2
BOS_RSW_99770,2
BOI_PDX_79762,2
BOS_LGA_70958,2
MEM_LGA_70428,2
IAD_LAX_69196,2
SNA_SFO_77942,2
MOB_ATL_63625,2
ILM_CVG_75147,2
IAD_GSP_100391,2
FLL_IAD_70008,2
IAH_DFW_100108,2
FLL_MDW_96347,2
CLE_DEN_57205,2
CVG_MIA_87170,2
LAS_SAT_66766,2
RSW_EWR_61895,2
MHT_PHL_102643,2
LGB_DFW_58560,2
DTW_PHL_62369,2
DFW_MAF_72004,2
OKC_ORD_82406,2
ATL_SMF_57798,2
PHL_RDU_71097,2
MOB_CVG_91856,2
LGA_BHM_79893,2
PHX_RNO_86954,2
ATL_CAK_57989,2
CRP_DFW_57098,2
BWI_PVD_97955,2
IAH_SNA_96143,2
LGA_SAV_89730,2
SEA_SJC_66029,2
DFW_SDF_94866,2
ORD_LGA_89413,2
PDX_SMF_72262,2
ATL_AEX_93746,2
SNA_SJC_61953,2
DEN_MSP_67742,2
MDW_DFW_102489,2
ORD_DTW_81224,2
CVG_MEM_76624,2
OAK_SAN_82124,2
ABQ_LAX_56835,2
CID_ORD_70290,2
MSY_ATL_101509,2
SNA_OAK_67394,2
STL_PHX_77405,2
DEN_SFO_70122,2
MDW_DFW_98457,2
BDL_ATL_59903,2
DEN_EUG_96414,2
SMF_PDX_76933,2
AMA_DFW_71018,2
STL_FLL_60457,2
MLI_ATL_88347,2
STL_ORD_82471,2
LAX_SLC_81157,2
LAX_ORD_59536,2
DTW_ATL_81892,2
TPA_PHL_92514,2
TPA_MDW_72814,2
LGA_RDU_100362,2
MSO_DEN_75822,2
BUF_EWR_101036,2
EWR_SFO_97280,2
EWR_ORF_75397,2
ORD_CVG_79442,2
MSP_EWR_99028,2
SAV_CVG_94282,2
GSO_JFK_87892,2
MIA_DCA_73433,2
EWR_BTV_84960,2
CVG_BTV_93878,2
ATL_CAK_76119,2
LAS_STL_62611,2
SAN_PHX_64832,2
IND_ATL_100915,2
PDX_DEN_87363,2
CVG_AVP_100422,2
PNS_CVG_102614,2
RAP_ORD_74587,2
LAX_FAT_94629,2
CVG_DTW_73000,2
HNL_SMF_88884,2
HPN_ORD_105024,2
IAH_MEM_66310,2
SFO_BOS_75303,2
BWI_DFW_100217,2
DTW_CVG_93994,2
FSD_DEN_74162,2
ORD_MSP_84120,2
IAH_PHX_77856,2
CLE_STL_67832,2
IAH_ONT_69309,2
DEN_MCI_85888,2
LAS_MDW_82279,2
BDL_MCO_100228,2
MEM_DTW_97074,2
LAS_OAK_88245,2
SAN_LAS_103208,2
EWR_DCA_76669,2
PHL_CLT_80080,2
ATL_MKE_95834,2
JFK_PHL_57391,2
CLT_BDL_82236,2
ONT_SMF_69782,2
TPA_CVG_74212,2
MSP_LGA_63247,2
CLE_DFW_81202,2
TPA_IAD_80636,2
ORD_DFW_81352,2
BOS_JFK_90708,2
ORD_CLE_59023,2
ORD_CLT_95106,2
EWR_ORD_93549,2
MKE_CLE_76825,2
SNA_PHX_67481,2
JAN_DCA_103091,2
HOU_PHL_88544,2
PNS_ATL_96816,2
MCO_IAD_86249,2
DFW_LAX_66054,2
GRR_CVG_85696,2
MSP_LGA_69026,2
EWR_FLL_85405,2
DTW_IAD_57275,2
MEM_DFW_102374,2
HKY_ATL_94641,2
ORD_ATL_101333,2
ORD_DEN_98106,2
JFK_PHL_70540,2
RAP_DEN_95511,2
SLC_SFO_79708,2
LAX_MSP_68014,2
TUP_ATL_90231,2
SAN_SJC_85603,2
BZN_DEN_91986,2
MKE_DFW_85610,2
SEA_DEN_103701,2
IAH_SFO_67417,2
ONT_SMF_86178,2
TPA_MIA_57242,2
CLT_TPA_61384,2
BNA_ORD_61339,2
IAD_MIA_90797,2
MEM_IAH_72867,2
CVG_ATL_64213,2
ATL_OKC_74801,2
IAH_PNS_74287,2
MCO_EWR_67057,2
JFK_GSO_94445,2
PHX_MSP_82803,2
STL_DEN_75897,2
BOS_DCA_58990,2
DFW_HOU_81934,2
DFW_SAN_71048,2
ATL_SNA_59069,2
MDW_CMH_75231,2
DEN_CVG_94558,2
SMF_SAN_72537,2
BOS_CVG_101183,2
MYR_PIT_103160,2
LGA_RDU_72295,2
IAH_PHL_76350,2
BOS_TPA_91841,2
ATL_AVP_69428,2
IAH_MEM_69646,2
SJC_LAX_62166,2
ATL_IAH_83288,2
PVD_ATL_104496,2
IND_DTW_76914,2
SFO_ABQ_74171,2
MCO_EWR_91026,2
EWR_SFO_73040,2
LGA_DTW_91888,2
ORD_TPA_56941,2
MDW_ALB_70411,2
LGA_CLT_81843,2
CID_DFW_73079,2
CLE_ORF_98021,2
MSP_CVG_82126,2
LGA_CVG_71316,2
DFW_TUL_64109,2
BUF_CLE_72439,2
IAD_LAX_75193,2
ATL_FLO_84627,2
CLT_DCA_103892,2
TPA_IND_81937,2
DEN_SLC_102454,2
LAS_SAN_94109,2
LAX_KOA_72879,2
SLC_BUR_80589,2
SAN_ORD_62434,2
ORD_PHL_56903,2
LAS_BDL_92178,2
SFO_PHX_100873,2
DFW_TPA_87375,2
CAK_ORD_73761,2
DCA_LAX_104658,2
BOS_PHL_93152,2
BOS_DCA_61081,2
ORD_ATL_71557,2
LAX_IAD_77711,2
ANC_BET_104596,2
IAD_DTW_82330,2
BOS_EWR_80754,2
MSP_DEN_75365,2
ROC_DTW_103211,2
FLL_JFK_98902,2
DFW_SNA_61377,2
ATL_SMF_57922,2
IAD_DEN_64908,2
BOS_PHL_76689,2
TPA_BDL_98857,2
RDU_DTW_104552,2
EWR_PWM_91657,2
LGB_SEA_74626,2
ABQ_DAL_59303,2
MSY_ATL_60391,2
GEG_SLC_88412,2
SEA_DFW_65106,2
JFK_OAK_104143,2
SLC_DEN_94796,2
SAN_PHX_79704,2
LGA_ORD_75217,2
DEN_CVG_68841,2
SFO_PDX_93342,2
SAT_DTW_95669,2
ORD_DCA_84336,2
CVG_CLT_87183,2
CVG_BOS_84307,2
GSP_ORD_63390,2
MCO_IAH_86932,2
HOU_DFW_96733,2
SMF_PHX_99674,2
DTW_DFW_73654,2
ALB_MCO_84438,2
RDU_CVG_98175,2
ORD_XNA_100797,2
SGF_CVG_88243,2
SLC_HDN_59558,2
CVG_DFW_79788,2
XNA_LAX_103110,2
LAS_PHX_81193,2
PDX_SMF_85384,2
DTW_DFW_88599,2
DFW_PHX_57333,2
DFW_IND_68875,2
TPA_BWI_95932,2
DEN_IAH_60135,2
BOS_DFW_64086,2
DSM_DFW_98876,2
DTW_MCO_102688,2
LGA_ATL_72446,2
BOS_ORD_70789,2
SAN_ATL_100397,2
DFW_LAX_78739,2
MYR_CVG_73073,2
CMH_EWR_85399,2
ORD_BDL_94064,2
SMF_ATL_74336,2
FLL_PHL_74999,2
CRP_DFW_102504,2
LAS_ALB_59249,2
CLT_MSY_94943,2
TPA_ISP_75685,2
LGA_CHS_92279,2
DSM_DFW_72687,2
SEA_DEN_73554,2
LGA_BHM_102573,2
ORD_STL_85013,2
MLI_CVG_84648,2
DFW_SLC_102011,2
DFW_ABQ_87868,2
DEN_SAT_94623,2
MIA_LAX_97345,2
SJC_DFW_87175,2
ALB_DTW_78627,2
BNA_DFW_58311,2
GEG_ORD_90803,2
JFK_FLL_66908,2
LGA_PIT_70921,2
TPA_MSY_75268,2
HOU_ATL_64506,2
SAT_IAH_59102,2
MDW_MSP_84778,2
ATL_PHL_88322,2
JFK_LAX_82794,2
AUS_PHX_63152,2
JFK_SJC_66634,2
PIT_DFW_60400,2
SMF_SAN_100609,2
SDF_ATL_59088,2
PSP_ORD_86460,2
DFW_ATL_84932,2
SFO_SLC_78253,2
IAH_CVG_105382,2
DEN_ATL_105065,2
COS_LAX_85496,2
JAX_LGA_68556,2
ORF_DFW_65900,2
LEX_IAH_101192,2
MCO_MSP_99317,2
ORD_BWI_68814,2
ORF_MDW_77116,2
ORD_MDT_74684,2
ORD_EWR_80908,2
MSP_ORD_62501,2
GPT_ATL_65506,2
ATL_MIA_60128,2
CMH_DCA_95481,2
ATL_CLT_64008,2
CRW_ATL_79581,2
SLC_RAP_75053,2
ATL_JFK_68620,2
IAH_ORD_93613,2
SAT_IAH_82845,2
SJT_DFW_75284,2
LFT_ATL_70662,2
ORD_TYS_79338,2
DCA_MCI_89227,2
BDL_PHL_102390,2
BWI_DTW_97663,2
MDW_ATL_62843,2
MLI_CVG_85510,2
MEM_LGA_63656,2
BNA_IAH_89196,2
EWR_LAS_78170,2
EWR_LAX_60832,2
AUS_PHX_62824,2
MSP_RSW_94359,2
DTW_LGA_93092,2
TPA_RDU_101545,2
TPA_DFW_58308,2
DTW_ALB_89490,2
MSP_LGA_77186,2
STL_DEN_85103,2
ONT_DFW_105593,2
DFW_LAX_75073,2
MDW_MSP_88903,2
MDW_OAK_60647,2
EWR_SLC_83406,2
CVG_SLC_59093,2
DTW_MDW_104401,2
DCA_BNA_76969,2
DFW_BWI_68881,2
LWB_ATL_104970,2
MIA_IAH_104972,2
MKE_CVG_66596,2
LAS_LAX_80958,2
FLL_DCA_97149,2
OGG_LAX_86983,2
PBI_LGA_103308,2
DCA_LGA_89798,2
PIT_MIA_103032,2
RIC_CLE_73852,2
LAN_ORD_83012,2
CLE_DEN_98697,2
ORF_CVG_89206,2
PHX_SFO_65908,2
DTW_PHL_100133,2
SNA_ATL_60162,2
MEM_IAH_74911,2
ORD_PDX_105665,2
MSP_MDW_62733,2
OMA_MDW_83059,2
IAD_ORD_76540,2
ORD_MIA_63220,2
JFK_LAX_95830,2
DFW_MOB_69367,2
PNS_TPA_71758,2
LAS_IAH_102959,2
EWR_PHX_87986,2
IAH_MSY_85669,2
MIA_EWR_103693,2
BTR_DFW_63771,2
DTW_ORF_91766,2
DEN_SEA_89533,2
EWR_CHS_77610,2
LGA_DCA_76136,2
OAK_PHX_81146,2
ALB_IAD_98608,2
PHX_MDW_93315,2
RDU_BDL_82161,2
CLT_DCA_90680,2
DEN_ORD_58996,2
SEA_SMF_81303,2
DEN_MSP_86968,2
MSP_SJC_69275,2
SFO_LAS_88401,2
SFO_ACV_73069,2
DTW_MKE_75154,2
CLE_GSP_86479,2
MSP_PHL_91917,2
SLC_ABQ_72875,2
MEM_RSW_68818,2
DFW_OMA_67424,2
PIT_DEN_61825,2
DCA_CVG_100201,2
MRY_LAX_75903,2
ATL_GRR_69116,2
LIT_ATL_100955,2
CLT_MCO_61755,2
CLT_ATL_77575,2
LGA_MSP_92112,2
IAH_EWR_90082,2
EWR_BUF_70826,2
XNA_ATL_102538,2
RDU_BNA_90040,2
DCA_RDU_88640,2
ATL_PHF_77979,2
BOS_MCO_67415,2
ATL_LIT_104279,2
MGM_CVG_85272,2
DCA_BOS_62527,2
IAH_LIT_75113,2
MEM_LAX_93292,2
SJC_LAX_82814,2
BOS_MCO_63060,2
ATL_SAT_62394,2
ANC_SEA_101263,2
DTW_SFO_102030,2
ATL_LAS_59453,2
MDW_SDF_76984,2
MDW_PHL_82157,2
GJT_SLC_65618,2
LAX_FAT_65706,2
SAN_OAK_88525,2
DTW_LGA_101979,2
MSP_SFO_85653,2
TPA_PHL_95132,2
IAD_LAX_87076,2
SJC_ORD_91036,2
MIA_JFK_89838,2
PVD_CLT_80173,2
BWI_MHT_65004,2
RNO_DEN_62126,2
BOS_RSW_86935,2
PVD_CVG_77149,2
SBA_SFO_73811,2
DTW_STL_100293,2
IAD_RDU_86052,2
MSP_SFO_64609,2
COS_ORD_96102,2
ABQ_PHX_61330,2
STL_CVG_59411,2
DEN_ABQ_92948,2
ORD_IAD_61629,2
DFW_MSY_64902,2
SFO_ORD_57310,2
PHX_SMF_58930,2
DFW_MSP_86243,2
PBI_LGA_87777,2
ATL_MDW_58723,2
DCA_ORD_62263,2
BWI_STL_57009,2
LAS_SMF_60769,2
BOS_DCA_92339,2
DCA_ATL_66462,2
CVG_DSM_59118,2
MFE_IAH_60570,2
XNA_SLC_70413,2
BDL_MCO_61526,2
MEM_DFW_105113,2
BUF_TPA_102434,2
DEN_MCI_86882,2
IND_DTW_88295,2
ATL_IAD_63842,2
SLC_GEG_89504,2
BOS_RDU_67806,2
PVD_BNA_104085,2
BHM_MSY_101639,2
PVD_CVG_79968,2
PHL_MHT_85687,2
TXK_IAH_85375,2
EWR_SEA_87145,2
JAX_ORF_93876,2
BOS_LGA_60354,2
IAH_MAF_94492,2
ORD_BNA_82174,2
ATL_BWI_82228,2
PHX_PDX_101097,2
ACY_CVG_67659,2
LGA_CLT_105034,2
ATL_SLC_79402,2
ONT_SMF_69457,2
DFW_CLE_85724,2
IAH_ATL_84578,2
GSP_CVG_70897,2
BUF_ATL_85342,2
PHX_OMA_59252,2
CID_CVG_88624,2
MSY_ATL_68239,2
SAT_DFW_97640,2
DEN_FAR_86018,2
LGA_CLT_91678,2
LGA_DCA_99669,2
HOU_ELP_67570,2
SFO_EWR_75492,2
PIT_ATL_69186,2
ATL_ILM_72033,2
RDU_CLE_88676,2
CVG_MCI_66293,2
IAH_SAT_63701,2
OAK_SAN_60236,2
BUF_PHX_77958,2
CMH_BWI_69707,2
RSW_PHL_67041,2
ATL_ISP_92379,2
PHL_DTW_70218,2
SFO_SLC_71325,2
DCA_BOS_61726,2
CMH_LGA_93403,2
MCO_DEN_96679,2
DFW_SAV_63122,2
ABQ_ORD_91523,2
ORD_DCA_60836,2
ORD_TYS_74570,2
XNA_ORD_76250,2
BWI_LIT_94992,2
DFW_BTR_58519,2
ATL_CRW_76476,2
SEA_SAN_101001,2
CLT_MCI_72680,2
CAK_CVG_80117,2
CLT_RSW_80415,2
SNA_SEA_73511,2
ATL_PVD_60615,2
TPA_DEN_56898,2
OKC_PHX_61703,2
TPA_MSP_89135,2
SEA_SJC_97437,2
OAK_SNA_100948,2
MIA_DCA_65441,2
DEN_MDW_103201,2
PHX_JFK_85940,2
XNA_DFW_84540,2
CMH_DCA_84566,2
MSP_PHL_57771,2
TUL_HOU_76042,2
ORD_MCO_60270,2
ATL_PWM_80449,2
RNO_DFW_72710,2
SAN_PHX_76559,2
BOS_LGA_85601,2
PHL_BOS_70141,2
CLE_LGA_95907,2
SDF_DFW_61310,2
LAX_SBP_66520,2
ORD_PSP_90259,2
GEG_PHX_87155,2
PHL_JFK_59162,2
PHX_DEN_84279,2
TPA_GPT_73279,2
MCO_STL_85538,2
ELP_SAT_91266,2
PDX_DFW_92874,2
DFW_ORD_95665,2
DFW_BOS_81516,2
MSP_LGA_87086,2
SAV_LGA_85896,2
DFW_MIA_85655,2
BWI_DFW_76415,2
PBI_CVG_98124,2
EWR_SJU_69491,2
DTW_GRB_64154,2
FLL_PIT_87796,2
DCA_SLC_75376,2
CVG_XNA_90726,2
BWI_MIA_75505,2
SEA_ORD_66101,2
OAK_SEA_78121,2
EWR_TPA_100499,2
PHX_EWR_70483,2
DFW_LIT_75433,2
CVG_SFO_78463,2
RDU_LGA_65244,2
CVG_MSP_93404,2
ATL_LGA_105008,2
BWI_ROC_103437,2
SAN_DTW_59079,2
IAH_CLT_104705,2
IAH_ANC_93211,2
CVG_CLT_91394,2
SNA_ATL_85330,2
ORD_MSP_58668,2
IAH_EWR_83938,2
CID_CVG_79265,2
BIS_MSP_64668,2
MYR_CVG_95195,2
MSP_SLC_83218,2
BOS_LAS_105474,2
MDW_DTW_104588,2
LAS_MDW_103512,2
DAY_ORD_96514,2
PDX_SNA_84709,2
MKE_DTW_63822,2
PHF_ATL_74887,2
MIA_EWR_67770,2
SFO_HNL_85758,2
IAH_ORD_93229,2
IAH_TUL_61468,2
DEN_ORD_91793,2
DCA_IAH_68989,2
LGA_ORD_105350,2
DFW_DCA_71870,2
ORD_IND_75253,2
JFK_RDU_61450,2
IAD_SEA_66710,2
ORD_MSY_63642,2
SLC_FCA_57422,2
IND_PIE_91993,2
SFO_MFR_71121,2
DTW_TPA_101881,2
MKE_CLE_97803,2
TPA_PHL_88106,2
COS_ORD_94292,2
JAX_DCA_72235,2
IAH_RSW_86656,2
ORD_CMH_94752,2
PHL_CLT_63675,2
MAF_DFW_97432,2
BWI_JAN_97223,2
BTR_IAH_67931,2
TVC_ORD_58565,2
SDF_ORD_85995,2
MDT_CVG_57062,2
LBB_AUS_102124,2
MCO_CLT_86659,2
ATL_BUF_86492,2
PFN_MCO_58013,2
ATL_PHL_58672,2
LGA_ORD_77410,2
ORD_IND_74457,2
DFW_DCA_85266,2
TUS_LAX_69970,2
MCI_PHX_91297,2
DEN_EWR_86118,2
DFW_LGB_79103,2
ORD_JFK_77375,2
DCA_LGA_74454,2
LAS_MKE_65115,2
MCO_PHL_57214,2
IAD_EWR_70357,2
PIT_ATL_103439,2
ORD_RDU_93634,2
DFW_RSW_101598,2
IAH_OMA_104678,2
LGA_CLE_89837,2
GSP_CVG_57064,2
LAS_RNO_88605,2
IAD_ATL_81047,2
SAN_MSY_87685,2
ATL_MYR_71827,2
STL_CVG_72734,2
MOB_DFW_70764,2
MCI_LGA_100576,2
MCO_ATL_100353,2
GRR_CVG_83656,2
BOI_SEA_103361,2
ORD_EWR_61802,2
LIT_ORD_92589,2
CHS_CVG_98464,2
RDU_ATL_89453,2
MCO_PIT_67856,2
JFK_GSO_94215,2
SAN_DEN_84099,2
BOS_DFW_67198,2
SJC_SNA_67241,2
SJC_SBA_69932,2
LGA_MIA_78552,2
SJU_PHL_76363,2
GFK_MSP_81969,2
MCO_HOU_81361,2
MKE_ATL_71234,2
IAD_DEN_99604,2
MDW_BOS_78681,2
BOS_PHL_76688,2
PVD_MDW_79648,2
SLC_DFW_67964,2
IAD_TPA_104319,2
LGA_RIC_94338,2
DEN_SEA_104824,2
PHX_SLC_88602,2
MKE_MEM_96191,2
COS_IAH_99917,2
IAD_PBI_84690,2
CLE_MDW_98714,2
RDU_MCO_85236,2
MDW_ISP_94002,2
GRB_CVG_96564,2
IAH_DFW_104462,2
SLC_OAK_77389,2
FLL_ATL_84670,2
TPA_JFK_66554,2
PVD_BNA_57810,2
DCA_MCO_57559,2
SMF_PHX_91361,2
BOS_DTW_67778,2
HOU_ATL_100431,2
SLC_DEN_97171,2
MSP_DTW_64511,2
IAD_FLL_83607,2
ORD_BOS_84663,2
MBS_MSP_97848,2
DFW_MAF_90506,2
IND_DTW_83190,2
CAE_ATL_88272,2
DTW_CVG_79093,2
CVG_LGA_92748,2
IAH_LAS_101433,2
PIT_LAS_102658,2
PVD_BNA_103275,2
SJU_JFK_102809,2
IAH_AEX_90525,2
IAD_LGB_85042,2
LAX_ORD_87334,2
ATL_XNA_72529,2
JAX_CVG_61722,2
LGA_CLT_68800,2
DFW_LAX_73911,2
MSY_HOU_104369,2
MCO_PHL_94483,2
ORD_MSP_65347,2
BWI_ALB_63002,2
AUS_DFW_92043,2
CVG_SYR_70115,2
CVG_CLE_74150,2
TPA_BWI_71796,2
PIT_JFK_81718,2
BWI_SAT_87630,2
SLC_BWI_89930,2
IAD_RDU_82723,2
TPA_BUF_89102,2
IAD_BDL_97261,2
PSP_SFO_77781,2
BOS_JFK_98127,2
SEA_SMF_92105,2
MCO_DFW_70032,2
MSP_IAD_90349,2
MSP_DTW_60952,2
MRY_LAX_101577,2
MSP_EGE_83297,2
MCO_PHL_77397,2
ATL_ISP_71279,2
MRY_SLC_62966,2
CPR_DEN_85616,2
PHX_PHL_93204,2
SYR_CLE_95978,2
MCO_DFW_61276,2
PHX_DFW_76287,2
ACY_CVG_73449,2
MSP_RAP_84607,2
IAH_GPT_89411,2
MCO_EWR_81732,2
TYS_CVG_66130,2
PHL_CVG_65545,2
OAK_MDW_63359,2
